date,date_kind,date_precision,track,category,headline,detail,quote,source_type,source_ref,issue,verified,notes
2020-05-22,announced,day,ucl,restrictions,Face coverings required on campus where distancing is not possible,"Alongside temperature checks, frequent handwashing, a one-way system and increased cleaning.","we will be asking everyone on campus to wear face coverings when moving around or when social distancing is not an option, check their temperature, wash their hands frequently and use a one-way system onsite",newsletter,050_22_May__Issue_50_.html,50,quote-exact,Well ahead of national requirements: face coverings became mandatory on public transport in England on 15 June 2020 and in shops on 24 July. Both national dates need retrieving in stage 2 before the comparison is stated in the rendering.
2020-05-22,announced,day,ucl,restrictions,Two reopening pilots named for the first weeks of June,"Pilot 1 from 1 June covered the Cancer Institute, Queen Square Institute of Neurology, Chemical Engineering and the Student Centre; Pilot 2 from 8 June the Main Library, Institute of Child Health, MRC LMCB and Chemistry.","Pilot 1 (w/c 1 June): The Cancer Institute, Queen Square Institute of Neurology, Chemical Engineering and the Student Centre (for staff who cannot work remotely)",newsletter,050_22_May__Issue_50_.html,50,quote-exact,"The first named reopening of any part of the estate since the closure of 20 March, ten weeks earlier."
2020-05-26,announced,day,ucl,restrictions,Campus reopening pilots aligned with the dates schools were due to return,,"we have aligned our campus reopening pilot activity with the proposed dates for schools to return, although we know that not all children will be returning",newsletter,051_26_May__Issue_51_.html,51,quote-exact,"A direct dependency of UCL's timetable on a national schools decision, and a clean case for the lag analysis."
2020-05-26,announced,day,ucl,teaching,Face-to-face teaching to be limited to groups of about fifteen,With significant parts of delivery online until a vaccine or treatment was available globally.,"Depending on room size, this will likely be in groups of 15 or fewer.",newsletter,051_26_May__Issue_51_.html,51,quote-exact,
2020-05-26,announced,day,ucl,teaching,Staff consultation launched on education principles for 2020-21,"Open to all staff until 1 July, feeding Education Committee on 8 June and Academic Committee and Council in June and July.",Today we are launching a consultation to gather your views on what will be needed to support you and your students through Term 1 and beyond.,newsletter,051_26_May__Issue_51_.html,51,quote-exact,"Two documents were put out with it, the UCL Commitment to Students and Connected Learning at UCL."
2020-05-26,announced,day,ucl,teaching,Term 1 plans forced early by the UCAS deadline and OfS expectations,UCL stating that decisions on 2020-21 had to be taken before June so offer holders could choose.,"in line with comments from the Office for Students last week , we need to confirm our plans to prospective students as they decide which of their offers to accept",newsletter,051_26_May__Issue_51_.html,51,quote-exact,An explicit sector-level constraint on the timing of a UCL decision. The OfS statement is a stage 2 retrieval target; reference [38] in the research document is the OfS coronavirus briefing series.
2020-05-28,published,day,ucl,civic,UCL working with Camden and Newham on local pandemic projects,"Including support for autistic young Londoners, translation for the Hasidic community and free legal advice for residents.","we are also having a huge impact at a local level, working with our neighbours in Camden and Newham on projects including supporting autistic young Londoners, providing translation services for the Hasidic community and offering free legal advice to residents in need",newsletter,053_28_May__Issue_53_.html,53,quote-exact,"The only borough-level civic work named in this period, and the local counterpart to the Camden case comparator in the data track."
2020-05-29,published,day,ucl,testing,Keeping safe on campus guidance published,"Risk assessments, reduced occupancy, flexible hours to avoid peak commuting, temperature checks and face coverings.","We will also be encouraging temperature checks, and asking all staff to wear a face covering when moving around campus. You can find out more, including who to contact if you have any questions, on our new Keeping safe on campus site .",newsletter,054_29_May__Issue_54_.html,54,quote-exact,"First appearance of a heading that recurs in 110 of the 168 newsletters, so this is the start date of the standing on-campus safety regime."
2020-05-29,announced,day,ucl,restrictions,Reopening pilots developed with the recognised trade unions,,"The pilots are being carried out in line with UK Government guidance, drawing on the advice of UCL’s recognised unions and the expertise of our researchers, including specialists in health, education, human behaviour and infection prevention.",newsletter,054_29_May__Issue_54_.html,54,quote-exact,
2020-05-29,announced,day,ucl,vaccination,UCL healthcare staff invited to the Oxford vaccine trial at UCLH,Open to clinical and non-clinical healthcare staff other than office-based roles.,UCL staff who have a healthcare role – for example as a member of staff at one of our partner hospitals – are invited to take part in a UCLH trial of the COVID-19 vaccine developed at the University of Oxford.,newsletter,054_29_May__Issue_54_.html,54,quote-exact,"The first vaccination row in the ledger, and it is a trial rather than a rollout. Vaccination proper does not reach UCL until December 2020."
2020-06-01,effective,day,national,teaching,Schools in England begin a phased reopening,The date UCL aligned its first campus reopening pilots with.,Phased re-opening of schools in England,web,https://www.instituteforgovernment.org.uk/sites/default/files/timeline-lockdown-web.pdf,,primary-retrieved,"UCL said on 26 May that it had aligned its pilot activity with the proposed dates for schools to return, which makes this a dependency of a UCL timetable on a national schools decision."
2020-06-01,effective,day,ucl,restrictions,"Student Centre reopens as staff workspace, capped at 130 users","Open 10.00 to 20.00 Monday to Friday for staff unable to work remotely, by pre-booking.","The Student Centre will open during the week commencing Monday 1 June as a UCL staff workspace, with capacity capped at 130 users in the building 10.00–20.00, Monday–Friday.",newsletter,051_26_May__Issue_51_.html,51,quote-exact,"The Student Centre closed on 24 March. It reopens ten weeks later, to staff only and at a fraction of capacity."
2020-06-01,published,day,ucl,teaching,Temporary Operating Model for 2020-21 published and sent to all students,"Approved by Academic Committee on 29 May and communicated to current students and offer holders via Portico, with a dedicated helpline for offer holders.","The Temporary Operating Model for 2020-21, setting out at a high-level how teaching will be operating next year, is available on the coronavirus information hub .",newsletter,055_1_June__Issue_55_.html,55,quote-exact,The formal statement of how UCL would run the year in which the case statistics begin. Everything in the autumn 2020 data happens under this model.
2020-06-02,published,day,ucl,vaccination,Oxford vaccine phase III trial to vaccinate 500 UCLH staff volunteers,UCL's Vax-Hub collaboration with the Jenner Institute supplied the manufacturing platform the Oxford team adapted.,"Screening for the ‘phase III’ trial of the vaccine began at the end of May, and researchers plan to begin vaccinations in 500 healthy UCLH staff volunteers in June.",newsletter,056_2_June__Issue_56_.html,56,quote-exact,"Six months before the national rollout began. UCL's involvement in the vaccine is upstream of the vaccination programme, not part of receiving it."
2020-06-02,effective,day,ucl,testing,"Student Centre entry conditional on temperature check, booking and face covering","Bookable Monday to Friday, 100 people a day maximum, ID and confirmation required at reception.",You will be asked to take your temperature at the entrance of the Student Centre.,newsletter,056_2_June__Issue_56_.html,56,quote-exact,The daily cap tightened from the 130 announced on 26 May to 100 in practice.
2020-06-02,published,day,ucl,epidemiology,UCL cites ONS finding that Covid deaths are four times likelier among black adults,Used to argue that the disparity could not be explained by health inequalities alone.,"According to the ONS, Covid-19 deaths are four times more likely among black adults than those of white ethnicity in the UK.",newsletter,056_2_June__Issue_56_.html,56,quote-exact,"UCL relaying an ONS finding, and it checks out: the ONS publication of 7 May 2020 gives 4.2 for Black males and 4.3 for Black females against White males and females, after adjusting for age. Now carried on the national track with the ONS wording. The ONS is explicit that adjusting for age alone does not establish cause."
2020-06-02,published,day,ucl,governance,UCL commits to racial equality action in the context of coronavirus,"An institutional plan for 2020-21 covering fair admissions after exam disruption, the BAME degree awarding gap, belonging, and hardship including digital poverty.","UCL’s Equality, Diversity and Inclusion team are currently working at speed on an institutional plan for 2020-21 and it will include specific action on racial equality in the context of coronavirus.",newsletter,056_2_June__Issue_56_.html,56,quote-exact,Published four days after the killing of George Floyd. The newsletter connects it to the pandemic through the disproportionate mortality figures cited in the same issue.
2020-06-03,announced,day,ucl,civic,UCL works with Camden Council to make commuting possible without public transport,Aimed at making cycling viable for staff returning under the pilots.,we’re working with Camden Council and other local organisations to make it easier to commute to UCL without using public transport,newsletter,057_3_June__Issue_57_.html,57,quote-exact,"Transport is named repeatedly as the constraint on returning to campus, and here as a reason for a borough-level partnership."
2020-06-04,published,day,ucl,restrictions,Face-covering guidance issued distinguishing coverings from PPE,"Coverings required when moving around, removable at a desk two metres from others, with PPE reserved for those who need it and exemptions acknowledged.","Importantly, a face covering is a precautionary measure and not the same as personal protective equipment (PPE), which includes surgical masks and tight-fitting face masks. PPE must continue to be reserved only for those who need it.",newsletter,058_4_June__Issue_58_.html,58,quote-exact,Exemptions are named explicitly for respiratory conditions and for deaf staff and those with hearing loss who rely on lip reading.
2020-06-08,effective,day,ucl,governance,"Gold, Silver and Bronze structure replaced by a Crisis Leadership Team",The command structure adopted in April gave way to an implementation framework once the closure and planning work was done.,"We now need to focus on implementing plans and have moved away from the GSB structure towards a new framework. The focus of the new framework, starting from 8 June, continues to be set by the Provost and is supported by a Crisis Leadership Team.",newsletter,059_5_June__Issue_59_.html,59,quote-exact,Filed on the effective date of 8 June; announced 5 June. The second reorganisation of UCL's decision-making in three months.
2020-06-08,effective,day,ucl,restrictions,UCL sets policy for staff caught by the new quarantine on UK arrivals,"Staff abroad were told to return two weeks before they were needed and to work from home, volunteer through UCL Together, stay on furlough or take paid leave.",Staff currently living abroad or wishing to travel abroad should be aware that the Government has introduced a two-week self-isolation period for anyone entering the UK on or after 8 June,newsletter,058_4_June__Issue_58_.html,58,quote-exact,"Filed on 8 June, the date the national rule took effect; UCL's guidance was published on 4 June, four days ahead of it. A negative lag."
2020-06-09,announced,day,ucl,teaching,All library loans extended to 1 October with no late penalties,Correcting a technical fault that had brought some due dates forward.,"All library loans are now due on 1 October or for some students, at the end of their programme of study.",newsletter,061_9_June__Issue_61_.html,61,quote-exact,Extends the 5 June date set on 18 March.
2020-06-11,announced,day,ucl,governance,Provost asks for review of buildings named after eugenicists,"Following the recommendations of the Inquiry into the History of Eugenics at UCL, chaired by Professor Iyiola Solanke, with a recommendation due to Council on 18 June.",UCL’s President & Provost Professor Michael Arthur has today formally asked the university’s ‘Buildings Naming and Renaming Committee’ immediately to start the process of reviewing the current naming of spaces and buildings after two prominent eugenicists Francis Galton and Karl Pearson.,newsletter,063_11_June__Issue_63_.html,63,quote-exact,"Not part of UCL's pandemic response, and included only because the pandemic newsletters were the channel that carried it. Filter on category governance if the timeline is read as a pandemic record."
2020-06-15,effective,day,national,restrictions,Face coverings become mandatory on public transport in England,"The Health Protection (Coronavirus, Wearing of Face Coverings on Public Transport) (England) Regulations 2020, SI 2020/592.",These Regulations come into force on 15th June 2020,web,https://www.legislation.gov.uk/uksi/2020/592/made,,primary-retrieved,"UCL had required face coverings on campus where distancing was not possible from 22 May, twenty-four days before this. The date was carried for a while on a UCL newsletter's authority and then withdrawn, because reference 7 gives 15 June as the day non-essential shops reopened and says nothing about transport. Both are true of that day; the regulations are what establish the second."
2020-06-15,published,day,ucl,teaching,Connected Learning Essentials staff development course launched,Over 800 colleagues had engaged with it within nine days.,"Connected Learning Essentials, UCL’s staff development course, is designed to help colleagues with the move to online and socially distant teaching. More than 800 colleagues have engaged with the course since it launched on Monday 15 June.",newsletter,072_24_June__Issue_72_.html,72,quote-exact,"Filed on 15 June, the launch date; reported in issue 72 of 24 June."
2020-06-15,announced,day,ucl,teaching,Library Click and Collect service to open at the Main and Science Libraries,"Requesting, collecting, borrowing and returning books, 12.00 to 16.00 Monday to Friday.","We are aiming for a ‘Click and Collect’ service to go live from Monday 15 June in the Main and Science Libraries for users to request, collect, borrow and return books.",newsletter,051_26_May__Issue_51_.html,51,quote-exact,"Filed on 15 June, the target date; announced 26 May. Issue 51 exists partly to correct a wrong date given in issue 50 on 22 May, which is itself a caution against trusting a single newsletter mention."
2020-06-15,published,day,ucl,research,"Over 180 live UCL projects investigating coronavirus, almost half externally funded",,"There are now over 180 live projects across all UCL’s faculties investigating coronavirus and its impact. Of these, almost half are externally funded.",newsletter,065_15_June__Issue_65_.html,65,quote-exact,Up from the hundred reported on 15 May.
2020-06-15,effective,day,ucl,restrictions,Reopening widens from nine areas to about forty,With line managers contacting staff individually and no compulsion to return.,"We are now in the third week of pilot schemes, with nine areas of UCL reopened. From today, we’re planning to restart activity in some 40 more areas of the university.",newsletter,065_15_June__Issue_65_.html,65,quote-exact,The step from pilot to programme. Three months after the closure of 20 March.
2020-06-18,announced,day,ucl,teaching,All staff and postgraduate researchers asked to complete a workstation assessment,"A display screen equipment assessment for the home working environment, with issues referred to line managers.","To ensure you can work comfortably, UCL is asking all staff and postgraduate researchers to complete an online workstation assessment.",newsletter,068_18_June__Issue_68_.html,68,quote-exact,"Three months into remote working, which is when the temporary arrangement started being treated as a workplace."
2020-06-18,announced,day,ucl,teaching,Emergency Timetabling Policy approved by the Crisis Management Team,With a revised timetabling process for 2020-21 and FAQs on how the Temporary Operating Model would work in practice.,An Emergency Timetabling Policy has been approved by the Crisis Management Team and our Timetabling FAQs provide some further granularity about how the Temporary Operating Model will operate in practice.,newsletter,068_18_June__Issue_68_.html,68,quote-exact,"The mechanism by which the Temporary Operating Model reached individual rooms and hours, which is what determined how many people were on campus in autumn 2020."
2020-06-18,announced,day,ucl,assessment,Face-to-face invigilated exams ruled unlikely for 2020-21,"Replaced by short, timed, online and un-invigilated exams, with staff required to confirm assessment modes by 24 July for the August Module Catalogue update.","It is highly likely that we will be unable to deliver face-to-face invigilated exams next year, and students need clarity about how they will be assessed.",newsletter,068_18_June__Issue_68_.html,68,quote-exact,"Consumer legislation is given as the reason for the July deadline, which is a legal rather than epidemiological constraint on the timing."
2020-06-19,announced,day,ucl,research,REF2021 submission deadline reset to 31 March 2021,With the impact assessment period extended to 31 December 2020 and the exercise resuming on 31 July 2020. The staff census date of 31 July 2020 was unchanged.,The revised REF submission deadline is now noon on 31 March 2021 for all elements of submissions. They have also confirmed an extended assessment period for impact to 31 December 2020.,newsletter,069_19_June__Issue_69_.html,69,quote-exact,Resolves the indefinite postponement announced on 25 March. A sector-level decision by the funding bodies; the primary announcement belongs on the sector track in stage 2.
2020-06-19,effective,day,ucl,governance,UCL denames the Galton and Pearson spaces,"Decided by the Provost and ratified by Council, with signs removed immediately.",UCL has today announced it will dename spaces and buildings named after two prominent eugenicists Francis Galton and Karl Pearson.,newsletter,069_19_June__Issue_69_.html,69,quote-exact,"Eight days from the Provost's request to the decision. As above, contemporaneous with the pandemic rather than part of the response to it."
2020-06-22,effective,day,ucl,teaching,Library Click and Collect opens at the Portico entrance,"Up to ten books per request, collected 12.00 to 15.00 Monday to Friday, with ID, confirmation email and a face covering required on campus.","Requesting will be made available on Explore on Friday 19 June and fetching will begin next Monday, 22 June.",newsletter,069_19_June__Issue_69_.html,69,quote-exact,"Filed on 22 June, the date collection began. The first library service of any kind since the closure of 20 March, and it is contactless."
2020-06-22,published,day,ucl,wellbeing,Weekly Your Wellbeing check-in survey launched for staff and researchers,"Reported to the Crisis Leadership Team and to faculty level, and designed partly to test whether crisis measures were harming under-represented staff.","The UCL Your Wellbeing check-in survey launches today. This short, weekly survey is the way to check in with you regularly to find out how you are coping with the coronavirus crisis and the immense amount of change that it has caused.",newsletter,070_22_June__Issue_70_.html,70,quote-exact,"A weekly internal measurement running alongside, and four months before, the published case statistics. The survey results are not in the archive; only the fact of their collection is."
2020-06-23,announced,day,national,restrictions,The Prime Minister announces a relaxing of the 2 metre distancing rule,"The move that became the ""1 metre plus"" guidance, taking effect with the wider easing of 4 July.",PM says UK’s “national hibernation” coming to an end – announces relaxing of restrictions and 2m social distancing rule,web,https://www.instituteforgovernment.org.uk/sites/default/files/timeline-lockdown-web.pdf,,primary-retrieved,"The source records a relaxing of the 2 metre rule and does not use the phrase ""one metre plus""; the headline follows the source rather than UCL's wording for it. UCL kept 2 metres for Term 1 timetable planning, which is the sharpest deliberate divergence in the whole record."
2020-06-25,effective,day,ucl,research,Fieldwork permitted to restart under Dean-approved risk assessment,"Conditional on voluntary participation, the reopening plans, and UK and destination travel rules. International travel on UCL business remained barred until 1 August.","Fieldwork can restart from this week, as long as individuals wish to take part",newsletter,073_25_June__Issue_73_.html,73,quote-exact,
2020-06-25,published,day,ucl,research,UCL passes £1m raised for its pandemic response,"Directed at research on tracking, treating and preventing the virus, at societal recovery, and at student hardship.","UCL has raised over £1m to drive the university’s response to the pandemic, through generous donations from our supporters, alumni and friends.",newsletter,073_25_June__Issue_73_.html,73,quote-exact,
2020-06-25,published,day,ucl,epidemiology,"Virus Watch launched with 42,500 participants","Regular symptom surveys, a movement-tracking app, and blood tests and swabs for 10,000 participants, intended to inform government and NHS planning.","This week UCL launched Virus Watch, one of the largest and most comprehensive studies of COVID-19 in the UK, with 42,500 people taking part to help us learn more about the next phase of the pandemic.",newsletter,073_25_June__Issue_73_.html,73,quote-exact,UCL running national community surveillance while having no case data of its own. Its own counting begins 12 October 2020.
2020-06-26,announced,day,ucl,accommodation,Undergraduate bursaries increased for 2020-21,"The lowest income band rose from £2,500 to £3,350, with uplifts across all four bands, applied automatically and extended to students who joined from 2017-18.",UCL is increasing the amount of financial support available as part of our Undergraduate Bursary for the academic year 2020/21.,newsletter,074_26_June__Issue_74_.html,74,quote-exact,Categorised accommodation as the nearest available slot for student financial support; the category list has no hardship or finance value.
2020-06-29,announced,day,national,restrictions,The first local lockdown is announced for Leicester,Announced by the Secretary of State for Health and Social Care.,Matt Hancock announces that the UK’s first local lockdown would be applied in Leicester and parts of Leicestershire,web,https://www.instituteforgovernment.org.uk/sites/default/files/timeline-lockdown-web.pdf,,primary-retrieved,UCL cited this on 8 July as a reason for caution in its own planning.
2020-06-30,announced,month,ucl,research,Government research support package announced in two parts,"A COVID-19 Grant Extension Allocation to sustain UKRI and National Academies awards to September 2021, and a Research Stabilisation Package of low-interest loans with some grants.","At the end of last month, the UK Government announced a support package for research, made up of two elements.",newsletter,083_9_July__Issue_83_.html,83,quote-exact,"Dated to June 2020 with month precision, because the newsletter says only 'at the end of last month'. Day precision would assert more than the source supports. The primary announcement is a stage 2 retrieval target and the row should be re-dated to day precision once it is found."
2020-07-01,effective,day,ucl,restrictions,Staff allowed onto campus by rota to collect belongings,"Buildings opened on set dates in morning or afternoon slots, by request through Faculty Directors of Operations or Security.","From tomorrow, Wednesday 1 July, it will be possible to collect personal belongings from campus on a pre-arranged, rota basis.",newsletter,076_30_June__Issue_76_.html,76,quote-exact,"Filed on 1 July, the effective date; announced 30 June."
2020-07-04,effective,day,national,restrictions,The first local lockdown comes into force in Leicester,The same day as the wider easing in the rest of England.,"UK’s first local lockdown comes into force in Leicester and parts of Leicestershire. More restrictions are eased in England, including reopening of pubs, restaurants, hairdressers.",web,https://www.instituteforgovernment.org.uk/sites/default/files/timeline-lockdown-web.pdf,,primary-retrieved,The two limbs of this entry are why 4 July is the phase boundary in this chronology: England eased and one city did not.
2020-07-06,effective,day,ucl,teaching,Taught postgraduates given access to Student Centre and Click and Collect,"For students unable to study remotely, by advance booking, with distancing and face coverings in force.",From Monday 6 July taught postgraduate students who are unable to study remotely may use the pilot Student Centre learning spaces and the Click & Collect service for the Main and Science Libraries,newsletter,079_3_July__Issue_79_.html,79,quote-exact,"The first return of any students to campus since March, and it is limited to those who cannot work at home."
2020-07-06,announced,day,ucl,restrictions,UCL signs the London Higher COVID-19 Secure Charter,"Ten principles for a safe return to campus, adopted by more than twenty London institutions.",London Higher has today published their COVID-19 Secure Charter. The charter sets out ten key principles that member institutions are working on to ensure a safe return to campus for students across London this autumn.,newsletter,080_6_July__Issue_80_.html,80,quote-exact,A sector-level commitment with a named document. London Higher is a stage 2 retrieval target for the sector track.
2020-07-06,published,day,ucl,wellbeing,Wellbeing survey results reviewed weekly by the Provost and Crisis Leadership Team,,The Provost and Crisis Leadership Team review these results in person every week. They form a central part of their decision-making process,newsletter,080_6_July__Issue_80_.html,80,quote-exact,Establishes that a weekly internal data feed was already part of decision-making before the case statistics existed. Relevant to how the October 2020 case page was used.
2020-07-08,announced,day,ucl,teaching,"Digital first recommended for Term 1, with local teams deciding specifics","A mix of asynchronous and synchronous learning with some campus-based, laboratory and studio teaching, and decisions devolved to programme teams.","In Term 1, UCL recommends a ‘digital first’ approach (a mixture of asynchronous and synchronous learning), with some campus-based face-to-face as well as lab- and studio/practice-based teaching activity for students, led by academic or teaching staff.",newsletter,082_8_July__Issue_82_.html,82,quote-exact,"Names Tier 4 visa requirements and the implications of wholly online programmes as planning considerations, which is an immigration constraint on teaching mode."
2020-07-08,announced,day,ucl,governance,"Four additional closure days added, extending the Christmas break to two weeks","Friday 28 August before the bank holiday, and 21 to 23 December, closing UCL from 18 December 2020 to 4 January 2021.",UCL will be closed from 5:30pm on Friday 18 December 2020 until 9am on Monday 4 January 2021.,newsletter,082_8_July__Issue_82_.html,82,quote-exact,"Decided in July. The closure period turned out to coincide with the Alpha wave and the second national lockdown, and with the highest weekly case count in the whole UCL series."
2020-07-08,published,day,ucl,restrictions,"Roadmap for returning to campus published, targeting 25% of staff on site","Setting out which buildings would reopen and when, while most staff continued to work from home.","we are also beginning to work towards a return to something approaching normality, with the launch today of our roadmap for returning to campus . This sets out the plan and supporting guidance for reopening buildings gradually and safely, so that around 25% of staff can be back on site at any one time.",newsletter,082_8_July__Issue_82_.html,82,quote-exact,"The 25% ceiling is the planning assumption behind the autumn 2020 campus population, and therefore behind the on-campus case counts when they begin in October."
2020-07-08,effective,day,ucl,testing,Temperature checks extended from the Student Centre across campus,"Alongside handwashing, distancing, additional cleaning, face coverings and PPE where appropriate.","trialling temperature checks at the Student Centre, which we’re now rolling out across campus",newsletter,082_8_July__Issue_82_.html,82,quote-exact,"Temperature screening was later widely judged ineffective for COVID-19. Recorded as what UCL did, not as a measure that worked."
2020-07-08,published,day,ucl,restrictions,UCL cites the Leicester local lockdown as a reason for caution,,"The local lockdown announced in Leicester last week, and the possibility of lockdowns in some London boroughs, show us that we cannot yet take our safety for granted.",newsletter,082_8_July__Issue_82_.html,82,quote-exact,An explicit reference to a national event shaping a UCL decision. The Leicester lockdown of 29 June 2020 is a stage 2 retrieval target.
2020-07-08,announced,day,ucl,wellbeing,UCL joins the Hidden Disabilities Sunflower scheme,So that staff with non-visible disabilities could signal a need for help while returning to campus.,"UCL has recently signed up to the Hidden Disabilities Sunflower scheme , which allows colleagues to discreetly signal to others that they may need additional help",newsletter,082_8_July__Issue_82_.html,82,quote-exact,
2020-07-08,announced,day,ucl,restrictions,UCL keeps 2 metre distancing after the government moves to one metre plus,"Justified by reference to the Chief Medical Officer's advice and PHE guidance, and by the need for flexibility if guidance changed or a second wave came.","although the government has announced its “1 metre plus” approach to social distancing, we have confirmed that we will continue to use a 2 metre guideline for timetable planning for Term 1",newsletter,082_8_July__Issue_82_.html,82,quote-exact,"The clearest deliberate divergence from national policy in the record, and in the cautious direction. It set the room capacities for the whole of Term 1 and so directly shaped how many people were on campus in autumn 2020."
2020-07-10,effective,day,ucl,restrictions,"Face coverings made mandatory on campus for staff, students and visitors","Required when moving between or around buildings and wherever 2 metres could not be maintained, with a published exemptions policy and Sunflower lanyards for invisible disabilities.","Face coverings must be worn by all staff, students and visitors on campus when walking between or around buildings and where it is not possible to maintain 2 metre social distancing from others.",newsletter,084_10_July__Issue_84_.html,84,quote-exact,"Fourteen days before face coverings became mandatory in English shops on 24 July 2020, and framed as protecting others from an asymptomatic wearer rather than protecting the wearer."
2020-07-13,effective,week,ucl,restrictions,Bloomsbury Café reopens as the first Students' Union outlet on campus,"Monday to Friday, 11.00 to 15.00, with other outlets to follow in September.","Students’ Union UCL are beginning to reopen their outlets and commercial spaces on campus, starting with the Bloomsbury Café which reopened earlier this week.",newsletter,089_17_July__Issue_89_.html,89,quote-exact,"Week precision: issue 89 of 17 July says only 'earlier this week', so the exact day is not established. Filed at the start of that week."
2020-07-14,published,day,national,epidemiology,Advisory report models an Rt of 1.7 from September as its worst-case scenario,"""Preparing for a challenging winter 2020/21"", produced at the request of the Government Chief Scientific Adviser.",The model assumes that Rt rises to 1.7 from September 2020,web,https://acmedsci.ac.uk/file-download/51353957,,primary-retrieved,"UCL relayed this on 16 July 2020 and stage 1 flagged the Rt figure as not to be repeated until checked. It checks out, with a distinction worth keeping: 1.7 is an assumption the model was run under to explore a reasonable worst case, not a forecast of what Rt would be. Reporting it as a prediction would misstate what the report did."
2020-07-14,announced,day,ucl,governance,Council postpones performance-related pay for grade 10 staff to August 2021,"Framed as intergenerational fairness, with staff at lower grades unaffected.",we have taken the difficult decision to postpone any performance-related pay awards for grade 10 staff until August 2021,newsletter,086_14_July__Issue_86_.html,86,quote-exact,"One of three payroll measures confirmed by Council on 14 July, and the only one that is not voluntary."
2020-07-14,announced,day,ucl,governance,Voluntary Retirement Scheme opened for staff aged 66 and over,"Open until 31 October 2020, with eligibility set at age 66 on 1 October 2020, alongside voluntary unpaid leave, career breaks and temporary part-time working.",Later this month we will also launch a Voluntary Retirement Scheme (VRS) for staff aged 66 and over.,newsletter,086_14_July__Issue_86_.html,86,quote-exact,Explicitly to preserve the jobs of staff earlier in their careers. UCL still had not made compulsory redundancies at this point.
2020-07-15,effective,day,ucl,restrictions,Travel ban partially lifted for the Common Travel Area and FCO-exempted countries,"Only essential travel permitted elsewhere until 1 October 2020, and all international travel to be booked through Key Travel.",Travel on UCL business is now permitted within the CTA or to FCO exempted countries. Until 1 October 2020 only essential travel outside this area is permitted.,newsletter,087_15_July__Issue_87_.html,87,quote-exact,"Follows the FCO relaxing its advice the previous week. The first loosening of the travel restriction imposed on 11 March 2020, four months earlier."
2020-07-16,published,day,ucl,epidemiology,Advisory report warns of an Rt of 1.7 from September as a reasonable worst case,"'Preparing for a challenging winter 2020/21', produced by 37 experts including UCL academics at the request of the Government Chief Scientific Adviser.","‘Preparing for a challenging winter 2020/21’ has found there is a high degree of uncertainty about how the pandemic will evolve in the UK over the coming months, but suggests we should prepare for a ‘reasonable worst-case scenario’ where the average number of people that one infected person will pass the virus on to (Rt value) rises to 1.7 from September 2020 onwards.",newsletter,088_16_July__Issue_88_.html,88,quote-exact,"UCL relaying a report its own academics contributed to, and it checks out against the Academy of Medical Sciences report itself. One distinction the newsletter loses: 1.7 is an assumption the model was run under to explore a reasonable worst case, not a forecast. The warning is issued two months before the autumn term and the surge that followed it."
2020-07-17,announced,day,ucl,governance,Recruitment freeze partially relaxed where student numbers exceed forecast,"A phased relaxation for some academic and professional services posts, with the freeze otherwise still in force and internal sourcing required first.","In the light of our latest student number projections, we can start a phased and controlled relaxation of the recruitment freeze for some academic and professional services posts in Schools where student numbers look likely to exceed previous forecasts.",newsletter,089_17_July__Issue_89_.html,89,quote-exact,The first sign that the feared collapse in student numbers was not materialising. It reverses part of the emergency measure of 24 April.
2020-07-23,announced,day,ucl,teaching,"Term 1 room allocations issued under social distancing, with a 10 August timetable deadline",Departments required to enter all online and on-site synchronous activity into CMIS.,"This week colleagues will be contacted with information about departmental room allocations for Term 1, in line with social distancing guidelines.",newsletter,093_23_July__Issue_93_.html,93,quote-exact,"The point at which the 2 metre decision of 8 July becomes a concrete allocation of rooms, and therefore the mechanism setting autumn campus occupancy."
2020-07-24,published,day,ucl,governance,Eugenics inquiry group to report an implementation plan by December,"With a second working group set up on the recommendations from the staff and student Town Hall on Race, also reporting before the end of the year.","The group looking at the recommendations from the Inquiry met for the first time this week, and will produce an implementation plan by December.",newsletter,094_24_July__Issue_94_.html,94,quote-exact,"As with the denaming rows, this is contemporaneous with the pandemic rather than part of the response to it, and is filed under governance so it can be filtered out."
2020-07-24,published,day,ucl,civic,"UCL funds local pandemic projects in Newham, one of the worst-affected boroughs","Small grants to projects co-developed with local groups, support for artists and researchers in the Olympic boroughs, and work with east London schools.","Throughout the pandemic we have remained committed to being a good neighbour to communities in east London, especially in Newham, which is sadly one of the boroughs most affected by COVID-19.",newsletter,094_24_July__Issue_94_.html,94,quote-exact,The second borough-level civic strand after Camden. UCL's claim about Newham's standing is not evidenced in the newsletter and should not be repeated without checking.
2020-07-24,effective,day,ucl,restrictions,UCL notes face coverings becoming mandatory in English shops,UCL convened a group with its own experts and Students' Union leaders to consider whether to extend campus requirements further.,"Since then, the Government’s guidance has changed and face coverings will now be mandatory in shops and supermarkets from 24 July.",newsletter,087_15_July__Issue_87_.html,87,quote-exact,"Filed on 24 July, the national effective date; reported by UCL on 15 July. UCL's own campus mandate had come into force on 10 July, ahead of it. The national date is a stage 2 retrieval target."
